id,original,surface,pronunciation,type,image,image_page,title,org_name,role_in_org,first_year,species,cv_name,description
6,ザック,ザック,ザック,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0007.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,空船団セレスティア号クルー,幹部,2002,human,霧峰倖一,髑髏団チビット幼馴染幹部、裏切り者
6,ザック,ザック,ザック,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0007.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,空船団セレスティア号クルー,幹部,2002,human,霧峰倖一,髑髏団チビット幼馴染幹部、裏切り者
7,マール,マール,マール,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0008.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,空船団セレスティア号クルー,幹部,2000,human,松国伍朗,蒼翼団クルーズ元同僚船医
7,マール,マール,マール,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0008.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,空船団セレスティア号クルー,幹部,2000,human,松国伍朗,蒼翼団クルーズ元同僚船医
8,エトナ,エトナ,エトナ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0009.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,空船団セレスティア号クルー,戦闘員,2000,other,圷野紗妃,審問庁ミルヴァナと旧知の戦士
8,エトナ,エトナ,エトナ,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0009.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,空船団セレスティア号クルー,戦闘員,2000,other,圷野紗妃,審問庁ミルヴァナと旧知の戦士
9,ユウレイ,ユウレイ,ユウレイ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0010.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,空船団セレスティア号クルー,新入り,2015,machine,青海雷生,イグナリオの兄、新機械少年
9,ユウレイ,ユウレイ,ユウレイ,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0010.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,空船団セレスティア号クルー,新入り,2015,machine,青海雷生,イグナリオの兄、新機械少年
10,バロックストーミー,バロックストーミー,バロックストーミー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0011.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,頭目,2000,beastfolk,三河兼十,セレスティア号船長宿敵頭目
10,バロックストーミー,バロックストーミー,バロックストーミー,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0011.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,頭目,2000,beastfolk,三河兼十,セレスティア号船長宿敵頭目
11,アイラリリィボーン,アイラリリィボーン,アイラリリィボーン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0012.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,参謀,2000,demon,広尾美紅,蒼天髑髏団参謀、知謀の魔族
11,アイラリリィボーン,アイラリリィボーン,アイラリリィボーン,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0012.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,参謀,2000,demon,広尾美紅,蒼天髑髏団参謀、知謀の魔族
12,ガルダレイヴァン,ガルダレイヴァン,ガルダレイヴァン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0013.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,幹部,2000,human,黒庄杜生,教皇軍ベネディクトゥス師、髑髏団古強者
12,ガルダレイヴァン,ガルダレイヴァン,ガルダレイヴァン,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0013.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,幹部,2000,human,黒庄杜生,教皇軍ベネディクトゥス師、髑髏団古強者
13,クルスロクス,クルスロクス,クルスロクス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0014.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,戦闘員,2002,human,幻矢鳴人,機翼掌隊ギアドランの息子戦士
13,クルスロクス,クルスロクス,クルスロクス,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0014.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,戦闘員,2002,human,幻矢鳴人,機翼掌隊ギアドランの息子戦士
14,シータロクス,シータロクス,シータロクス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0015.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,戦闘員,2002,human,宗河深雪,空船団ネリス幼馴染戦士
14,シータロクス,シータロクス,シータロクス,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0015.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,戦闘員,2002,human,宗河深雪,空船団ネリス幼馴染戦士
15,マドックウルカヌス,マドックウルカヌス,マドックウルカヌス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0016.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,古株,2000,beastfolk,野州久胤,空船団ギド元同僚鍛冶士
15,マドックウルカヌス,マドックウルカヌス,マドックウルカヌス,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0016.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,古株,2000,beastfolk,野州久胤,空船団ギド元同僚鍛冶士
16,エルネスハーミット,エルネスハーミット,エルネスハーミット,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0017.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,戦闘員,2010,demon,伊富川槙,蒼翼バレット幼馴染狙撃手
16,エルネスハーミット,エルネスハーミット,エルネスハーミット,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0017.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,戦闘員,2010,demon,伊富川槙,蒼翼バレット幼馴染狙撃手
17,フォーレンスワロー,フォーレンスワロー,フォーレンスワロー,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0018.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,新入り,2019,human,南雲紅音,蒼翼団フィン師弟新入り術使い
17,フォーレンスワロー,フォーレンスワロー,フォーレンスワロー,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0018.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼天髑髏団,新入り,2019,human,南雲紅音,蒼翼団フィン師弟新入り術使い
18,ソアラ・イーグルウィング,ソアラ・イーグルウィング,ソアラ・イーグルウィング,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0019.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼翼騎空団,頭目,2012,human,神代紬理,教皇軍セラフィナと共闘経験を持つ頭目
18,ソアラ・イーグルウィング,ソアラ・イーグルウィング,ソアラ・イーグルウィング,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0019.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼翼騎空団,頭目,2012,human,神代紬理,教皇軍セラフィナと共闘経験を持つ頭目
19,ストーム・アークホーク,ストーム・アークホーク,ストーム・アークホーク,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0020.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼翼騎空団,参謀,2012,elf,赤星勢矢,星渦同盟コルド元同僚参謀
19,ストーム・アークホーク,ストーム・アークホーク,ストーム・アークホーク,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0020.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼翼騎空団,参謀,2012,elf,赤星勢矢,星渦同盟コルド元同僚参謀
20,バレット・コンドル,バレット・コンドル,バレット・コンドル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0021.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼翼騎空団,戦闘員,2015,angel,岳風遥基,髑髏団エルネス幼馴染若手戦士
20,バレット・コンドル,バレット・コンドル,バレット・コンドル,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0021.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼翼騎空団,戦闘員,2015,angel,岳風遥基,髑髏団エルネス幼馴染若手戦士
21,ルナ・セイランダヴ,ルナ・セイランダヴ,ルナ・セイランダヴ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0022.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼翼騎空団,紅一点,2015,angel,真川星花,俊敏な少女機関士
21,ルナ・セイランダヴ,ルナ・セイランダヴ,ルナ・セイランダヴ,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0022.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼翼騎空団,紅一点,2015,angel,真川星花,俊敏な少女機関士
22,クルーズ・アルバトロス,クルーズ・アルバトロス,クルーズ・アルバトロス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0023.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼翼騎空団,古株,2012,human,世羅道玄,蒼翼騎空団長命、新顔指導役の温厚な古株
22,クルーズ・アルバトロス,クルーズ・アルバトロス,クルーズ・アルバトロス,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0023.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼翼騎空団,古株,2012,human,世羅道玄,蒼翼騎空団長命、新顔指導役の温厚な古株
23,フィン・ウィンドテイル,フィン・ウィンドテイル,フィン・ウィンドテイル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0024.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼翼騎空団,新入り,2019,angel,碧海玲,蒼翼騎空団に加わった天使出身の新米団員
23,フィン・ウィンドテイル,フィン・ウィンドテイル,フィン・ウィンドテイル,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0024.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,蒼翼騎空団,新入り,2019,angel,碧海玲,蒼翼騎空団に加わった天使出身の新米団員
24,レイフォス,レイフォス,レイフォス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0025.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,機翼燈掌隊,頭目,2019,human,白鳥航介,機翼燈掌隊の頭目、多くの隊士から支持される
24,レイフォス,レイフォス,レイフォス,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0025.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,機翼燈掌隊,頭目,2019,human,白鳥航介,機翼燈掌隊の頭目、多くの隊士から支持される
25,ルミシェル,ルミシェル,ルミシェル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0026.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,機翼燈掌隊,参謀,2019,machine,篠野ルイ,冷静な分析で隊を導く司令役
25,ルミシェル,ルミシェル,ルミシェル,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0026.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,機翼燈掌隊,参謀,2019,machine,篠野ルイ,冷静な分析で隊を導く司令役
26,ギアドラン,ギアドラン,ギアドラン,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0027.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,機翼燈掌隊,古株,2019,machine,佐山義道,髑髏団クルスの父、古株機械種族
26,ギアドラン,ギアドラン,ギアドラン,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0027.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,機翼燈掌隊,古株,2019,machine,佐山義道,髑髏団クルスの父、古株機械種族
27,フラグリム,フラグリム,フラグリム,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0028.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,機翼燈掌隊,紅一点,2021,human,高峯るゑ,教皇軍ミカエラの姉妹戦闘員
27,フラグリム,フラグリム,フラグリム,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0028.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,機翼燈掌隊,紅一点,2021,human,高峯るゑ,教皇軍ミカエラの姉妹戦闘員
28,イグナリオ,イグナリオ,イグナリオ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0029.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,機翼燈掌隊,戦闘員,2021,machine,蘭塔源,空船団ユウレイの兄
28,イグナリオ,イグナリオ,イグナリオ,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0029.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,機翼燈掌隊,戦闘員,2021,machine,蘭塔源,空船団ユウレイの兄
29,ラステル,ラステル,ラステル,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0030.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,機翼燈掌隊,新入り,2023,machine,古知志みなと,機翼燈掌隊イグナリオ幼馴染少年騎士
29,ラステル,ラステル,ラステル,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0030.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,機翼燈掌隊,新入り,2023,machine,古知志みなと,機翼燈掌隊イグナリオ幼馴染少年騎士
30,セラフィナ,セラフィナ,セラフィナ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0031.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,頭目,2005,human,槇田和葉,教皇軍騎士団の神殿長で絶対的威厳を誇る指導者
30,セラフィナ,セラフィナ,セラフィナ,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0031.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,頭目,2005,human,槇田和葉,教皇軍騎士団の神殿長で絶対的威厳を誇る指導者
31,ラウレンティウス,ラウレンティウス,ラウレンティウス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0032.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,参謀,2005,human,上木隆司,神殿騎士団の老参謀、作戦立案の特殊技師
31,ラウレンティウス,ラウレンティウス,ラウレンティウス,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0032.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,参謀,2005,human,上木隆司,神殿騎士団の老参謀、作戦立案の特殊技師
32,イグナティウス,イグナティウス,イグナティウス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0033.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,幹部,2005,dragonkin,面高慎,次世代騎士団員、軍略担当団長代理
32,イグナティウス,イグナティウス,イグナティウス,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0033.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,幹部,2005,dragonkin,面高慎,次世代騎士団員、軍略担当団長代理
33,ミカエラ,ミカエラ,ミカエラ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0034.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,紅一点,2005,human,比那ほのか,機翼燈掌隊フラグリム姉妹術士
33,ミカエラ,ミカエラ,ミカエラ,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0034.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,紅一点,2005,human,比那ほのか,機翼燈掌隊フラグリム姉妹術士
34,ベネディクトゥス,ベネディクトゥス,ベネディクトゥス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0035.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,古株,2005,human,赤波義明,神殿騎士団の古参守護騎士、熟練の伝統継承者
34,ベネディクトゥス,ベネディクトゥス,ベネディクトゥス,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0035.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,古株,2005,human,赤波義明,神殿騎士団の古参守護騎士、熟練の伝統継承者
35,ジュスティナ,ジュスティナ,ジュスティナ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0036.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,幹部,2007,human,朝岡理恵,深層帯ユーレリア宿敵、女性幹部
35,ジュスティナ,ジュスティナ,ジュスティナ,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0036.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,幹部,2007,human,朝岡理恵,深層帯ユーレリア宿敵、女性幹部
36,ギルベルト,ギルベルト,ギルベルト,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0037.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,新入り,2015,human,沖那隼,新鋭の若手空挺騎士、熱血で衝動的
36,ギルベルト,ギルベルト,ギルベルト,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0037.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,新入り,2015,human,沖那隼,新鋭の若手空挺騎士、熱血で衝動的
37,フェリクス,フェリクス,フェリクス,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0038.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,幹部,2005,human,水上壮一,戦務・補給担当幹部、現実主義の調整役
37,フェリクス,フェリクス,フェリクス,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0038.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,幹部,2005,human,水上壮一,戦務・補給担当幹部、現実主義の調整役
38,レオナール,レオナール,レオナール,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0039.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,戦闘員,2007,human,高市亮,星渦同盟ヴォルタス宿敵、突撃隊長
38,レオナール,レオナール,レオナール,call,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0039.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,戦闘員,2007,human,高市亮,星渦同盟ヴォルタス宿敵、突撃隊長
39,カミルラ,カミルラ,カミルラ,full,https://github.com/soramimic/soramimic-wordlists/releases/download/fictional-anime-character-v2/ac_0040.jpg,https://github.com/soramimic/soramimic-wordlists/releases/tag/fictional-anime-character-v2,蒼穹の螺旋航路,教皇軍神殿騎士団,戦闘員,2010,human,斑目璃音,エアベクター整備工房クリムガンの元同僚
